Country,code2,code,Rank-2015,Happiness-Score-2015,GDP-2015,Social-Support-2015,Healthy-Life-Expectancy-2015,Freedom-2015,Trust-2015,Generosity-2015,Dystopia-2015,Region,Rank-2016,Happiness-Score-2016,GDP-2016,Social-Support-2016,Healthy-Life-Expectancy-2016,Freedom-2016,Trust-2016,Generosity-2016,Dystopia-2016,Rank-2017,Happiness-Score-2017,GDP-2017,Social-Support-2017,Healthy-Life-Expectancy-2017,Freedom-2017,Generosity-2017,Trust-2017,Dystopia-2017,Rank-2018,Happiness-Score-2018,GDP-2018,Social-Support-2018,Healthy-Life-Expectancy-2018,Freedom-2018,Generosity-2018,Trust-2018,Dystopia-2018,Rank-2019,Happiness-Score-2019,GDP-2019,Social-Support-2019,Healthy-Life-Expectancy-2019,Freedom-2019,Generosity-2019,Trust-2019,Dystopia-2019,Rank-2020,Happiness-Score-2020,GDP-2020,Social-Support-2020,Healthy-Life-Expectancy-2020,Freedom-2020,Generosity-2020,Trust-2020,Dystopia-2020,Rank-2021,Happiness-Score-2021,GDP-2021,Social-Support-2021,Healthy-Life-Expectancy-2021,Freedom-2021,Generosity-2021,Trust-2021,Dystopia-2021,Rank-2022,Happiness-Score-2022,Dystopia-2022,GDP-2022,Social-Support-2022,Healthy-Life-Expectancy-2022,Freedom-2022,Generosity-2022,Trust-2022,Rank-2023,Happiness-Score-2023,GDP-2023,Social-Support-2023,Healthy-Life-Expectancy-2023,Freedom-2023,Generosity-2023,Trust-2023,Dystopia-2023,Avg-Happiness-Score
Bulgaria,bg,BGR,134,4.218,1.01216,1.10614,0.76649,0.30587,0.00872,0.11921,0.89991,Central and Eastern Europe,129,4.217,1.11306,0.92542,0.67806,0.21219,0.00615,0.12793,1.15377,105,4.714000225,1.161459088,1.434379458,0.70821768,0.289231718,0.113177694,0.011051531,0.996139288,100,4.933,1.054,1.515,0.712,0.359,0.064,0.009,1.22,97,5.011,1.092,1.513,0.815,0.311,0.081,0.004,1.195,96,5.101500034,1.046554685,1.460578918,0.777776897,0.417820066,0.103833713,0,1.294961452,88,5.266,1.181,1.055,0.583,0.494,0.125,0.005,1.823,85,5371.00,1235.00,1625.00,1163.00,640.00,563.00,123,21,77,5.466,1.635,1.457,0.408,0.557,0.106,0.013,1.289,4.865812532
Egypt,eg,EGY,135,4.194,0.8818,0.747,0.61712,0.17288,0.06324,0.11291,1.59927,Middle East and Northern Africa,120,4.362,0.95395,0.49813,0.52116,0.18847,0.10393,0.12706,1.96895,104,4.735000134,0.989701807,0.997471392,0.520187259,0.282110155,0.128631443,0.114381365,1.702161074,122,4.419,0.885,1.025,0.553,0.312,0.092,0.107,1.445,137,4.166,0.913,1.039,0.644,0.241,0.076,0.067,1.186,138,4.151400089,0.875228941,0.982539535,0.596911311,0.373684734,0.068801254,0.095461793,1.158818245,132,4.283,0.954,0.647,0.426,0.446,0.069,0.092,1.648,129,4288.00,856.00,1388.00,732.00,548.00,469.00,41,254,121,4.17,1.377,0.972,0.326,0.467,0.038,0.25,0.74,4.310050028
Yemen,ye,YEM,136,4.077,0.54649,0.68093,0.40064,0.35571,0.07854,0.09131,1.92313,Middle East and Northern Africa,147,3.724,0.57939,0.47493,0.31048,0.2287,0.05892,0.09821,1.97295,146,3.592999935,0.591683447,0.935382247,0.310080916,0.249463722,0.104125209,0.056767423,1.345600605,152,3.355,0.442,1.073,0.343,0.244,0.083,0.064,1.106,151,3.38,0.287,1.163,0.463,0.143,0.108,0.077,1.139,146,3.527400017,0.392701775,1.177477121,0.41500017,0.243721485,0.094689012,0.087352127,1.116472721,141,3.658,0.329,0.831,0.272,0.268,0.092,0.089,1.776,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,3.164299994
Angola,ao,AGO,137,4.033,0.75778,0.8604,0.16683,0.10384,0.07122,0.12344,1.94939,Sub-Saharan Africa,141,3.866,0.84731,0.66366,0.04991,0.00589,0.08434,0.12071,2.09459,140,3.795000076,0.85842818,1.10441196,0.049868666,0,0.09792649,0.069720335,1.614482403,142,3.795,0.73,1.125,0.269,0,0.079,0.061,1.531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,1.93612501
Mali,ml,MLI,138,3.995,0.26074,1.03526,0.20583,0.38857,0.12352,0.18798,1.79293,Sub-Saharan Africa,135,4.073,0.31292,0.86333,0.16347,0.27544,0.13647,0.21064,2.11087,127,4.190000057,0.476180494,1.281473398,0.169365674,0.306613743,0.183354199,0.104970247,1.668190956,118,4.447,0.37,1.233,0.152,0.367,0.139,0.056,2.13,128,4.39,0.385,1.105,0.308,0.327,0.153,0.052,2.06,114,4.729300022,0.352462649,0.97314173,0.234981522,0.377534449,0.16966705,0.062146276,2.559335232,117,4.723,0.387,0.59,0.11,0.384,0.164,0.072,3.016,123,4479.00,2373.00,792.00,483.00,311.00,350.00,128,42,120,4.198,0.763,0.637,0.106,0.441,0.121,0.059,2.07,4.34316251
Congo (Brazzaville),cg,COG,139,3.989,0.67866,0.6629,0.31051,0.41466,0.11686,0.12388,1.68135,Sub-Saharan Africa,127,4.236,0.77109,0.47799,0.28212,0.37938,0.09753,0.12077,2.10681,124,4.290999889,0.808964252,0.832044363,0.289957434,0.435025871,0.120852128,0.079618134,1.724135637,114,4.559,0.682,0.811,0.343,0.514,0.091,0.077,2.041,103,4.812,0.673,0.799,0.508,0.372,0.105,0.093,2.262,88,5.194399834,0.633616745,0.757636011,0.458101124,0.386514395,0.117216013,0.118670784,2.722619534,83,5.342,0.518,0.392,0.307,0.381,0.144,0.124,3.476,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,86,5.267,0.921,0.665,0.145,0.464,0.134,0.136,2.802,4.711299965
Comoros,km,COM,140,3.956,0.23906,0.79273,0.36315,0.22917,0.199,0.17441,1.95812,Sub-Saharan Africa,138,3.956,0.27509,0.60323,0.29981,0.15412,0.18437,0.1827,2.25632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,3.973,0.274,0.757,0.505,0.142,0.275,0.078,1.942,134,4.288599968,0.415620774,0.723232806,0.437383324,0.181028232,0.258538276,0.100048535,2.17276907,131,4.289,0.488,0.367,0.279,0.202,0.241,0.101,2.61,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,130,3.545,0.914,0.327,0.215,0.117,0.129,0.145,1.699,3.000949996
Uganda,ug,UGA,141,3.931,0.21102,1.13299,0.33861,0.45727,0.07267,0.29066,1.42766,Sub-Saharan Africa,145,3.739,0.34719,0.90981,0.19625,0.43653,0.06442,0.27102,1.51416,133,4.080999851,0.381430715,1.129827738,0.217632607,0.443185955,0.325766057,0.057069719,1.526362658,135,4.161,0.322,1.09,0.237,0.45,0.259,0.061,1.742,136,4.189,0.332,1.069,0.443,0.356,0.252,0.06,1.677,126,4.43200016,0.312337428,1.052327394,0.378311664,0.401682556,0.264807373,0.063818842,1.958671093,119,4.636,0.364,0.718,0.24,0.398,0.267,0.054,2.596,117,4603.00,1842.00,777.00,875.00,418.00,402.00,222,66,113,4.432,0.785,1.144,0.201,0.425,0.197,0.051,1.628,4.200125001
Senegal,sn,SEN,142,3.904,0.36498,0.97619,0.4354,0.36772,0.10713,0.20843,1.44395,Sub-Saharan Africa,128,4.219,0.44314,0.77416,0.40457,0.31056,0.11681,0.19103,1.97861,115,4.534999847,0.479309022,1.179691911,0.409362853,0.377922267,0.183468893,0.115460448,1.789646149,109,4.631,0.429,1.117,0.433,0.406,0.138,0.082,2.026,111,4.681,0.45,1.134,0.571,0.292,0.153,0.072,2.009,101,4.980800152,0.504061818,0.95459342,0.518391907,0.352400899,0.164397135,0.081865937,2.405123949,92,5.132,0.518,0.558,0.357,0.381,0.158,0.088,3.071,103,5046.00,2419.00,933.00,530.00,447.00,494.00,143,81,102,4.855,0.943,0.727,0.231,0.519,0.142,0.06,2.234,4.617225
Gabon,ga,GAB,143,3.896,1.06024,0.90528,0.43372,0.31914,0.11091,0.06822,0.99895,Sub-Saharan Africa,134,4.121,1.15851,0.72368,0.3494,0.28098,0.09314,0.06244,1.45332,118,4.465000153,1.198210239,1.155620217,0.356578588,0.312328577,0.043785378,0.076046787,1.322916269,103,4.758,1.036,1.164,0.404,0.356,0.032,0.052,1.714,104,4.799,1.057,1.183,0.571,0.295,0.043,0.055,1.595,108,4.829299927,0.988044381,1.10639751,0.522574842,0.369459897,0.052013602,0.055804539,1.735027552,112,4.852,1.037,0.707,0.362,0.424,0.058,0.064,2.201,106,4958.00,1892.00,1459.00,738.00,396.00,343.00,32,99,94,5.035,1.438,1.021,0.183,0.346,0.036,0.102,1.908,4.59441251
Niger,ne,NER,144,3.845,0.0694,0.77265,0.29707,0.47692,0.15639,0.19387,1.87877,Sub-Saharan Africa,142,3.856,0.1327,0.6053,0.26162,0.38041,0.17176,0.2097,2.09469,135,4.027999878,0.161925331,0.993025005,0.268505007,0.363658696,0.228673846,0.138572946,1.873983383,134,4.166,0.131,0.867,0.221,0.39,0.175,0.099,2.283,114,4.628,0.138,0.774,0.366,0.318,0.188,0.102,2.742,103,4.909599781,0.108330332,0.703800142,0.298816353,0.435311615,0.208176896,0.137554765,3.017630577,96,5.074,0.162,0.402,0.167,0.516,0.2,0.157,3.47,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,109,4.501,0.561,0.628,0.137,0.54,0.154,0.14,2.341,4.375949957
Cambodia,kh,KHM,145,3.819,0.46038,0.62736,0.61114,0.66246,0.07247,0.40359,0.98195,Southeastern Asia,140,3.907,0.55604,0.5375,0.42494,0.58852,0.08092,0.40339,1.31573,129,4.168000221,0.601765096,1.006238341,0.429783404,0.633375823,0.385922968,0.068105951,1.042941093,120,4.433,0.549,1.088,0.457,0.696,0.256,0.065,1.322,109,4.7,0.574,1.122,0.637,0.609,0.232,0.062,1.464,106,4.848400116,0.544634938,1.071426034,0.587904334,0.674940348,0.233342081,0.072837502,1.663300037,114,4.83,0.603,0.68,0.426,0.702,0.21,0.061,2.148,114,4640.00,1410.00,1019.00,732.00,505.00,740.00,166,68,115,4.393,1.025,1.024,0.283,0.768,0.176,0.051,1.068,4.387300042
Tanzania,tz,TZA,146,3.781,0.2852,1.00268,0.38215,0.32878,0.05747,0.34377,1.38079,Sub-Saharan Africa,149,3.666,0.47155,0.77623,0.357,0.3176,0.05099,0.31472,1.37769,153,3.348999977,0.511135876,1.041989803,0.364509284,0.390017778,0.354256362,0.066035107,0.621130466,153,3.303,0.455,0.991,0.381,0.481,0.27,0.097,0.628,153,3.231,0.476,0.885,0.499,0.417,0.276,0.147,0.531,148,3.476200104,0.457163125,0.872674644,0.442677855,0.509343088,0.27154091,0.203880861,0.718963385,142,3.623,0.433,0.54,0.3,0.549,0.307,0.231,1.263,139,3702.00,735.00,848.00,597.00,425.00,578.00,248,270,129,3.694,0.836,0.787,0.214,0.607,0.234,0.269,0.747,3.51540001
Madagascar,mg,MDG,147,3.681,0.20824,0.66801,0.46721,0.19184,0.08124,0.21333,1.851,Sub-Saharan Africa,148,3.695,0.27954,0.46115,0.37109,0.13684,0.07506,0.2204,2.15075,144,3.644000053,0.305808693,0.913020372,0.375223309,0.189196765,0.20873253,0.067231975,1.584612608,143,3.774,0.262,0.908,0.402,0.221,0.155,0.049,1.777,143,3.933,0.274,0.916,0.555,0.148,0.169,0.041,1.83,137,4.165599823,0.244553208,0.823694348,0.500617027,0.192967549,0.191190064,0.076248638,2.136298418,135,4.208,0.266,0.503,0.341,0.207,0.185,0.087,2.62,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,127,4.019,0.632,0.779,0.178,0.187,0.177,0.134,1.932,3.889949985
Central African Republic,cf,CAF,148,3.678,0.0785,0,0.06699,0.48879,0.08289,0.23835,2.7223,0,0,0,0,0,0,0,0,0,0,155,2.693000078,0,0,0.018772686,0.270842046,0.280876487,0.056565076,2.066004753,155,3.083,0.024,0,0.01,0.305,0.218,0.038,2.488,155,3.083,0.026,0,0.105,0.225,0.235,0.035,2.457,149,3.475899935,0.041072082,0,0,0.292814463,0.253513217,0.028264718,2.860197544,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,2.001612502
Chad,td,TCD,149,3.667,0.34193,0.76062,0.1501,0.23501,0.05269,0.18386,1.94296,Sub-Saharan Africa,144,3.763,0.42214,0.63178,0.03824,0.12807,0.04952,0.18667,2.30637,137,3.936000109,0.438012987,0.953855872,0.041134715,0.162342027,0.21611385,0.053581882,2.071238041,131,4.301,0.358,0.907,0.053,0.189,0.181,0.06,2.553,132,4.35,0.35,0.766,0.192,0.174,0.198,0.078,2.592,127,4.422699928,0.302287489,0.739118278,0.1087441,0.228601769,0.210805088,0.085755408,2.74742651,128,4.355,0.255,0.353,0,0.24,0.215,0.084,3.209,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,114,4.397,0.622,0.962,0.043,0.393,0.255,0.088,2.034,4.148962505
Guinea,gn,GIN,150,3.656,0.17417,0.46475,0.24009,0.37725,0.12139,0.28657,1.99172,Sub-Saharan Africa,151,3.607,0.22415,0.3109,0.18829,0.30953,0.1192,0.29914,2.15604,149,3.506999969,0.24454993,0.791244686,0.194129139,0.348587513,0.264815092,0.110937618,1.552311897,140,3.964,0.344,0.792,0.211,0.394,0.185,0.094,1.944,118,4.534,0.38,0.829,0.375,0.332,0.207,0.086,2.325,102,4.949299812,0.390007734,0.75136596,0.333655238,0.371878058,0.249490842,0.112204559,2.740729809,102,4.984,0.42,0.399,0.206,0.384,0.25,0.111,3.216,109,4891.00,2538.00,848.00,566.00,275.00,334.00,214,116,91,5.072,0.844,0.776,0.072,0.369,0.204,0.102,2.705,4.284162473
Ivory Coast,ci,CIV,151,3.655,0.46534,0.77115,0.15185,0.46866,0.17922,0.20165,1.41723,Sub-Saharan Africa,139,3.916,0.55507,0.57576,0.04476,0.40663,0.1553,0.20338,1.97478,128,4.179999828,0.603048921,0.90478003,0.04864217,0.447706193,0.20123747,0.130061775,1.844964266,107,4.671,0.541,0.872,0.08,0.467,0.146,0.103,2.462,99,4.944,0.569,0.808,0.232,0.352,0.154,0.09,2.739,85,5.233300209,0.537094414,0.799727261,0.154942513,0.397122532,0.169915587,0.093495794,3.081022501,85,5.306,0.669,0.409,0.052,0.438,0.177,0.092,3.469,88,5235.00,2652.00,1094.00,442.00,322.00,451.00,149,124,93,5.053,1.094,0.584,0.12,0.467,0.138,0.131,2.519,4.619787505
Burkina Faso,bf,BFA,152,3.587,0.25812,0.85188,0.27125,0.39493,0.12832,0.21747,1.46494,Sub-Saharan Africa,145,3.739,0.31995,0.63054,0.21297,0.3337,0.12533,0.24353,1.87319,134,4.032000065,0.350227714,1.043280005,0.215844259,0.324367851,0.250864685,0.120328106,1.727212906,121,4.424,0.314,1.097,0.254,0.312,0.175,0.128,2.144,115,4.587,0.331,1.056,0.38,0.255,0.177,0.113,2.275,112,4.768700123,0.302467644,0.9293859,0.312833875,0.322398156,0.186390609,0.126408055,2.588826418,113,4.834,0.364,0.472,0.179,0.381,0.182,0.122,3.133,113,4670.00,2313.00,779.00,565.00,320.00,382.00,186,126,104,4.638,0.768,0.814,0.107,0.419,0.188,0.113,2.23,4.326212524
Afghanistan,af,AFG,153,3.575,0.31982,0.30285,0.30335,0.23414,0.09719,0.3651,1.9521,Southern Asia,154,3.36,0.38227,0.11037,0.17344,0.1643,0.07112,0.31268,2.14558,141,3.79399991,0.401477218,0.581543326,0.180746779,0.10617952,0.311870933,0.06115783,2.150801182,145,3.632,0.332,0.537,0.255,0.085,0.191,0.036,2.196,154,3.203,0.35,0.517,0.361,0,0.158,0.025,1.792,153,2.566900015,0.30070585,0.356433839,0.266051531,0,0.135234714,0.001225785,1.507235646,149,2.523,0.37,0,0.126,0,0.122,0.01,1.895,146,2404.00,1263.00,758.00,0.00,289.00,0.00,89,5,137,1.859,0.645,0,0.087,0,0.093,0.059,0.976,3.064112491
Rwanda,rw,RWA,154,3.465,0.22208,0.7737,0.42864,0.59201,0.55191,0.22628,0.67042,Sub-Saharan Africa,152,3.515,0.32846,0.61586,0.31865,0.5432,0.50521,0.23552,0.96819,151,3.470999956,0.368745893,0.945707023,0.326424807,0.581843853,0.252756029,0.455220014,0.540061235,151,3.408,0.332,0.896,0.4,0.636,0.2,0.444,0.5,152,3.334,0.359,0.711,0.614,0.555,0.217,0.411,0.467,150,3.312299967,0.343242675,0.522876322,0.572383285,0.604087889,0.235704988,0.485542476,0.548444986,147,3.415,0.364,0.202,0.407,0.627,0.227,0.493,1.095,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,2.99003749
Benin,bj,BEN,155,3.34,0.28665,0.35386,0.3191,0.4845,0.0801,0.1826,1.63328,Sub-Saharan Africa,153,3.484,0.39499,0.10419,0.21028,0.39747,0.06681,0.2018,2.10812,143,3.657000065,0.431085408,0.435299844,0.209930211,0.425962776,0.207948461,0.060929015,1.885630965,136,4.141,0.378,0.372,0.24,0.44,0.163,0.067,2.481,102,4.883,0.393,0.437,0.397,0.349,0.175,0.082,3.05,86,5.21600008,0.366244704,0.352428436,0.328062952,0.40583989,0.196670428,0.125931874,3.440809727,99,5.045,0.507,0.058,0.196,0.457,0.166,0.178,3.482,115,4623.00,2458.00,932.00,64.00,335.00,479.00,127,230,116,4.374,0.924,0.242,0.124,0.481,0.114,0.253,2.235,4.267500018
Syria,sy,SYR,156,3.006,0.6632,0.47489,0.72193,0.15684,0.18906,0.47179,0.32858,Middle East and Northern Africa,156,3.069,0.74719,0.14866,0.62994,0.06912,0.17233,0.48397,0.81789,152,3.461999893,0.777153134,0.396102607,0.500533342,0.081539445,0.493663728,0.151347131,1.061573505,150,3.462,0.689,0.382,0.539,0.088,0.376,0.144,1.244,149,3.462,0.619,0.378,0.44,0.013,0.331,0.141,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,2.057624987
Burundi,bi,BDI,157,2.905,0.0153,0.41587,0.22396,0.1185,0.10062,0.19727,1.83302,Sub-Saharan Africa,157,2.905,0.06831,0.23442,0.15747,0.0432,0.09419,0.2029,2.10404,154,2.904999971,0.091622569,0.629793584,0.151610792,0.059900753,0.204435185,0.084147945,1.683024168,156,2.905,0.091,0.627,0.145,0.065,0.149,0.076,1.752,145,3.775,0.046,0.447,0.38,0.22,0.176,0.18,2.326,140,3.775300026,0,0.403575271,0.295212835,0.275399059,0.187401786,0.212186828,2.401507378,140,3.775,0,0.062,0.155,0.298,0.172,0.212,2.876,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,2.8681625
Togo,tg,TGO,158,2.839,0.20868,0.13995,0.28443,0.36453,0.10731,0.16681,1.56726,Sub-Saharan Africa,155,3.303,0.28123,0,0.24811,0.34678,0.11587,0.17517,2.1354,150,3.494999886,0.305444717,0.43188253,0.247105569,0.380426139,0.196896151,0.095665015,1.837229252,139,3.999,0.259,0.474,0.253,0.434,0.158,0.101,2.32,139,4.085,0.275,0.572,0.41,0.293,0.177,0.085,2.273,135,4.187200069,0.268116266,0.547622859,0.342731178,0.303539038,0.200774252,0.114826456,2.409595251,136,4.107,0.254,0.239,0.203,0.289,0.209,0.107,2.806,135,4112.00,2061.00,771.00,322.00,360.00,292.00,174,132,122,4.137,0.77,0.642,0.161,0.367,0.149,0.136,1.913,3.769024994
Puerto Rico,pr,PRI,0,0,0,0,0,0,0,0,0,Latin America and Caribbean,15,7.039,1.35943,1.08113,0.77758,0.46823,0.12275,0.22202,3.0076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.879875
Belize,bz,BLZ,0,0,0,0,0,0,0,0,0,Latin America and Caribbean,52,5.956,0.87616,0.68655,0.45569,0.51231,0.10771,0.23684,3.08039,50,5.955999851,0.907975316,1.081417799,0.450191766,0.547509372,0.240015641,0.096581072,2.631955624,49,5.956,0.807,1.101,0.474,0.593,0.183,0.089,2.709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,2.233499981
Somalia,so,SOM,0,0,0,0,0,0,0,0,0,Sub-Saharan Africa,76,5.44,0,0.33613,0.11466,0.56778,0.3118,0.27225,3.83772,93,5.151000023,0.022643184,0.721151352,0.113989137,0.602126956,0.291631311,0.282410324,3.11748457,98,4.982,0,0.712,0.115,0.674,0.238,0.282,2.961,112,4.668,0,0.698,0.268,0.559,0.243,0.27,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,2.530125003
Somaliland Region,so,SOM,0,0,0,0,0,0,0,0,0,Sub-Saharan Africa,97,5.057,0.25558,0.75862,0.33108,0.3913,0.36794,0.51479,2.43801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.632125
Namibia,na,NAM,0,0,0,0,0,0,0,0,0,Sub-Saharan Africa,113,4.574,0.93287,0.70362,0.34745,0.48614,0.10398,0.07795,1.92198,111,4.573999882,0.964434326,1.098470807,0.338611811,0.520303547,0.077133745,0.093146972,1.481890202,119,4.441,0.874,1.281,0.365,0.519,0.051,0.064,1.287,113,4.639,0.879,1.313,0.477,0.401,0.07,0.056,1.443,122,4.571100235,0.84008199,1.245738149,0.40687117,0.444598973,0.076454483,0.054320343,1.503033161,124,4.574,0.882,0.801,0.262,0.411,0.091,0.059,2.068,124,4459.00,1414.00,1292.00,877.00,354.00,384.00,67,71,105,4.631,1.289,1.126,0.145,0.383,0.069,0.071,1.549,4.000512515
South Sudan,ss,0,0,0,0,0,0,0,0,0,0,Sub-Saharan Africa,143,3.832,0.39394,0.18519,0.15781,0.19662,0.13015,0.25899,2.50929,147,3.59100008,0.397248626,0.601323128,0.163486004,0.147062436,0.285670817,0.116793513,1.879567385,154,3.254,0.337,0.608,0.177,0.112,0.224,0.106,1.69,156,2.853,0.306,0.575,0.295,0.01,0.202,0.091,1.374,152,2.816600084,0.289082974,0.553278506,0.208809033,0.065609254,0.209934607,0.111156799,1.378751278,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,4.000512515
