Country,code2,code,Rank-2015,Happiness-Score-2015,GDP-2015,Social-Support-2015,Healthy-Life-Expectancy-2015,Freedom-2015,Trust-2015,Generosity-2015,Dystopia-2015,Region,Rank-2016,Happiness-Score-2016,GDP-2016,Social-Support-2016,Healthy-Life-Expectancy-2016,Freedom-2016,Trust-2016,Generosity-2016,Dystopia-2016,Rank-2017,Happiness-Score-2017,GDP-2017,Social-Support-2017,Healthy-Life-Expectancy-2017,Freedom-2017,Generosity-2017,Trust-2017,Dystopia-2017,Rank-2018,Happiness-Score-2018,GDP-2018,Social-Support-2018,Healthy-Life-Expectancy-2018,Freedom-2018,Generosity-2018,Trust-2018,Dystopia-2018,Rank-2019,Happiness-Score-2019,GDP-2019,Social-Support-2019,Healthy-Life-Expectancy-2019,Freedom-2019,Generosity-2019,Trust-2019,Dystopia-2019,Rank-2020,Happiness-Score-2020,GDP-2020,Social-Support-2020,Healthy-Life-Expectancy-2020,Freedom-2020,Generosity-2020,Trust-2020,Dystopia-2020,Rank-2021,Happiness-Score-2021,GDP-2021,Social-Support-2021,Healthy-Life-Expectancy-2021,Freedom-2021,Generosity-2021,Trust-2021,Dystopia-2021,Rank-2022,Happiness-Score-2022,Dystopia-2022,GDP-2022,Social-Support-2022,Healthy-Life-Expectancy-2022,Freedom-2022,Generosity-2022,Trust-2022,Rank-2023,Happiness-Score-2023,GDP-2023,Social-Support-2023,Healthy-Life-Expectancy-2023,Freedom-2023,Generosity-2023,Trust-2023,Dystopia-2023,Avg-Happiness-Score
Venezuela,ve,VEN,23,6.81,1.04424,1.25596,0.72052,0.42908,0.11069,0.05841,3.19131,Latin America and Caribbean,44,6.084,1.13367,1.03302,0.61904,0.19847,0.08304,0.0425,2.97468,82,5.25,1.128431201,1.431337595,0.617144227,0.153997123,0.06501963,0.064491123,1.789463758,102,4.806,0.996,1.469,0.657,0.133,0.056,0.052,1.443,108,4.707,0.96,1.427,0.805,0.154,0.064,0.047,1.25,99,5.053199768,0.770238638,1.348546863,0.76702553,0.271717221,0.087179154,0.063624777,1.74484086,107,4.892,0.852,0.897,0.574,0.284,0.078,0.072,2.135,108,4925.00,2790.00,0.00,968.00,578.00,283.00,225,82,88,5.211,0,1.257,0.341,0.369,0.205,0.084,2.955,5.351649971
Singapore,sg,SGP,24,6.798,1.52186,1.02,1.02525,0.54252,0.4921,0.31105,1.88501,Southeastern Asia,22,6.739,1.64555,0.86758,0.94719,0.4877,0.46987,0.32706,1.99375,26,6.572000027,1.69227767,1.353814363,0.949492395,0.549840569,0.345965981,0.464307785,1.216362,34,6.343,1.529,1.451,1.008,0.631,0.261,0.457,1.006,34,6.262,1.572,1.463,1.141,0.556,0.271,0.453,0.806,31,6.377099991,1.519580126,1.39545691,1.137814283,0.635317206,0.218770906,0.533162236,0.937031746,32,6.377,1.695,1.019,0.897,0.664,0.176,0.547,1.379,27,6480.00,932.00,2149.00,1127.00,851.00,672.00,163,587,25,6.587,2.168,1.354,0.607,0.66,0.17,0.561,1.067,6.506887502
Panama,pa,PAN,25,6.786,1.06353,1.1985,0.79661,0.5421,0.0927,0.24434,2.84848,Latin America and Caribbean,25,6.701,1.18306,0.98912,0.70835,0.48927,0.08423,0.2418,3.00559,30,6.452000141,1.233748436,1.373192549,0.706156135,0.550026834,0.210556939,0.070983924,2.307199955,27,6.43,1.112,1.438,0.759,0.597,0.125,0.063,2.336,31,6.321,1.149,1.442,0.91,0.516,0.109,0.054,2.141,36,6.304800034,1.097667813,1.376149297,0.878546536,0.57984978,0.097207308,0.054230526,2.221176147,41,6.18,1.298,0.976,0.667,0.596,0.079,0.053,2.509,37,6309.00,2086.00,1715.00,1107.00,709.00,592.00,49,51,38,6.265,1.714,1.402,0.475,0.63,0.065,0.036,1.943,6.429975022
Germany,de,DEU,26,6.75,1.32792,1.29937,0.89186,0.61477,0.21843,0.28214,2.11569,Western Europe,16,6.994,1.44787,1.09774,0.81487,0.53466,0.28551,0.30452,2.50931,16,6.951000214,1.487923384,1.472520351,0.798950732,0.562511384,0.33626917,0.276731938,2.015769958,15,6.965,1.34,1.474,0.861,0.586,0.273,0.28,2.151,17,6.985,1.373,1.454,0.987,0.495,0.261,0.265,2.15,17,7.075799942,1.314184546,1.368543744,0.972114801,0.564274132,0.252037704,0.309362292,2.295249462,13,7.155,1.48,0.993,0.757,0.6,0.195,0.306,2.824,14,7034.00,2142.00,1924.00,1088.00,776.00,585.00,163,358,16,6.892,1.919,1.401,0.539,0.618,0.153,0.365,1.898,6.97097502
Chile,cl,CHL,27,6.67,1.10715,1.12447,0.85857,0.44132,0.12869,0.33363,2.67585,Latin America and Caribbean,24,6.705,1.2167,0.90587,0.81883,0.37789,0.11451,0.31595,2.95505,20,6.65199995,1.25278461,1.284024954,0.819479704,0.376895279,0.326662421,0.082287982,2.509585857,25,6.476,1.131,1.331,0.808,0.431,0.197,0.061,2.517,26,6.444,1.159,1.369,0.92,0.357,0.187,0.056,2.396,39,6.228499889,1.096992493,1.323286891,0.889260828,0.417482227,0.155579001,0.06284935,2.283012867,43,6.172,1.2,0.946,0.678,0.438,0.159,0.07,2.682,44,6172.00,2040.00,1651.00,1080.00,748.00,460.00,124,69,35,6.334,1.645,1.384,0.511,0.546,0.131,0.076,2.04,6.46018748
Qatar,qa,QAT,28,6.611,1.69042,1.0786,0.79733,0.6404,0.52208,0.32573,1.55674,Middle East and Northern Africa,36,6.375,1.82427,0.87964,0.71723,0.56679,0.48049,0.32388,1.58224,35,6.375,1.870765686,1.27429688,0.710098088,0.604130983,0.33047387,0.439299256,1.14546442,32,6.374,1.649,1.303,0.748,0.654,0.256,0.171,1.593,29,6.374,1.684,1.313,0.871,0.555,0.22,0.167,1.564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,4.013625
France,fr,FRA,29,6.575,1.27778,1.26038,0.94579,0.55011,0.20646,0.12332,2.21126,Western Europe,32,6.478,1.39488,1.00508,0.83795,0.46562,0.17808,0.1216,2.4744,31,6.441999912,1.430923462,1.387776852,0.844465852,0.470222116,0.129762307,0.172502428,2.005954742,23,6.489,1.293,1.466,0.908,0.52,0.098,0.176,2.028,24,6.592,1.324,1.472,1.045,0.436,0.111,0.183,2.021,23,6.663799763,1.268129349,1.458839178,1.029714227,0.514050901,0.112607703,0.227303237,2.053198338,21,6.69,1.421,1.081,0.804,0.536,0.092,0.235,2.521,20,6687.00,1895.00,1863.00,1219.00,808.00,567.00,70,266,21,6.661,1.856,1.433,0.566,0.582,0.083,0.27,1.872,6.573849959
Argentina,ar,ARG,30,6.574,1.05351,1.24823,0.78723,0.44974,0.08484,0.11451,2.836,Latin America and Caribbean,26,6.65,1.15137,1.06612,0.69711,0.42284,0.07296,0.10989,3.12985,24,6.598999977,1.185295463,1.440451145,0.695137084,0.494519204,0.109457061,0.059739888,2.614005327,29,6.388,1.073,1.468,0.744,0.57,0.062,0.054,2.417,47,6.086,1.092,1.432,0.881,0.471,0.066,0.05,2.094,55,5.974699974,1.028465629,1.372543693,0.849773705,0.520840347,0.070100471,0.060415059,2.072540998,57,5.929,1.162,0.98,0.646,0.544,0.069,0.067,2.461,57,5967.00,1891.00,1592.00,1102.00,662.00,555.00,81,85,52,6.024,1.59,1.388,0.427,0.587,0.088,0.082,1.861,6.278087494
Czech Republic,cz,CZE,31,6.505,1.17898,1.20643,0.84483,0.46364,0.02652,0.10686,2.67782,Central and Eastern Europe,27,6.596,1.30915,1.00793,0.76376,0.41418,0.03986,0.09929,2.96211,23,6.609000206,1.352682352,1.433885217,0.754444003,0.490946174,0.088106759,0.036872927,2.451861858,21,6.711,1.233,1.489,0.854,0.543,0.064,0.034,2.494,20,6.852,1.269,1.487,0.92,0.457,0.046,0.036,2.637,19,6.910900116,1.212322354,1.40528667,0.89456445,0.505744576,0.046325929,0.049803223,2.796808243,18,6.965,1.37,1.09,0.703,0.58,0.052,0.046,3.124,18,6920.00,2263.00,1815.00,1260.00,715.00,660.00,158,48,0,0,0,0,0,0,0,0,0,5.89361254
Uruguay,uy,URY,32,6.485,1.06166,1.2089,0.8116,0.60362,0.24558,0.2324,2.32142,Latin America and Caribbean,29,6.545,1.18157,1.03143,0.72183,0.54388,0.21394,0.18056,2.67139,28,6.453999996,1.217559695,1.412227869,0.719216824,0.579392254,0.175096929,0.178061873,2.172409534,31,6.379,1.093,1.459,0.771,0.625,0.13,0.155,2.146,33,6.293,1.124,1.465,0.891,0.523,0.127,0.15,2.013,26,6.440100193,1.071000457,1.425081134,0.856928885,0.59426707,0.132143691,0.193425074,2.167276382,31,6.431,1.164,1.042,0.649,0.625,0.128,0.223,2.6,30,6474.00,1974.00,1615.00,1180.00,672.00,665.00,103,265,28,6.494,1.617,1.445,0.435,0.683,0.102,0.254,1.958,6.440137524
Colombia,co,COL,33,6.477,0.91861,1.24018,0.69077,0.53466,0.0512,0.18401,2.85737,Latin America and Caribbean,31,6.481,1.03032,1.02169,0.59659,0.44735,0.05399,0.15626,3.17471,36,6.356999874,1.070622325,1.402182937,0.595027924,0.477487415,0.149014473,0.046668742,2.616068125,37,6.26,0.96,1.439,0.635,0.531,0.099,0.039,2.557,43,6.125,0.985,1.41,0.841,0.47,0.099,0.034,2.286,44,6.163400173,0.93220371,1.33445096,0.810020149,0.526890039,0.092374094,0.04584837,2.421656609,52,6.012,1.021,0.866,0.615,0.554,0.1,0.063,2.794,66,5781.00,1971.00,1452.00,929.00,720.00,545.00,87,77,72,5.63,1.455,1.213,0.486,0.562,0.08,0.068,1.765,6.188175006
Thailand,th,THA,34,6.455,0.9669,1.26504,0.7385,0.55664,0.03187,0.5763,2.31945,Southeastern Asia,33,6.474,1.0893,1.04477,0.64915,0.49553,0.02833,0.58696,2.5796,32,6.423999786,1.127868772,1.425792456,0.647239029,0.580200732,0.57212311,0.031612735,2.039508343,46,6.072,1.016,1.417,0.707,0.637,0.364,0.029,1.902,52,6.008,1.05,1.409,0.828,0.557,0.359,0.028,1.777,54,5.998799801,1.007029295,1.347519517,0.793855846,0.609449804,0.376709014,0.031837862,1.832384109,54,5.985,1.107,0.957,0.596,0.611,0.375,0.028,2.309,61,5891.00,1600.00,1535.00,1096.00,697.00,617.00,321,26,60,5.843,1.515,1.344,0.461,0.624,0.291,0.013,1.594,6.157474948
Saudi Arabia,sa,SAU,35,6.411,1.39541,1.08393,0.72025,0.31048,0.32524,0.13706,2.43872,Middle East and Northern Africa,34,6.379,1.48953,0.84829,0.59267,0.37904,0.30008,0.15457,2.61482,37,6.343999863,1.530623555,1.286677599,0.59014833,0.449750572,0.147616014,0.273432255,2.065429688,33,6.371,1.379,1.331,0.633,0.509,0.098,0.127,2.294,28,6.375,1.403,1.357,0.795,0.439,0.08,0.132,2.169,27,6.406499863,1.334328532,1.309950113,0.759818137,0.548477471,0.087440684,0.163322315,2.203118801,26,6.494,1.435,0.964,0.571,0.603,0.09,0.163,2.668,25,6523.00,2075.00,1870.00,1092.00,577.00,651.00,78,180,30,6.463,1.861,1.37,0.351,0.682,0.093,0.17,1.936,6.405437466
Spain,es,ESP,36,6.329,1.23011,1.31379,0.95562,0.45951,0.06398,0.18227,2.12367,Western Europe,37,6.361,1.34253,1.12945,0.87896,0.37545,0.06137,0.17665,2.39663,34,6.402999878,1.384397864,1.532090902,0.8889606,0.40878123,0.190133572,0.070914097,1.92775774,36,6.31,1.251,1.538,0.965,0.449,0.142,0.074,1.891,30,6.354,1.286,1.484,1.062,0.362,0.153,0.079,1.928,28,6.400899887,1.230535269,1.421099186,1.051343083,0.425983816,0.16530548,0.109579779,1.997088432,27,6.491,1.375,1.057,0.826,0.462,0.135,0.124,2.513,29,6476.00,1893.00,1808.00,1211.00,808.00,505.00,101,149,32,6.436,1.798,1.491,0.567,0.533,0.101,0.157,1.789,6.385612471
Malta,mt,MLT,37,6.302,1.2074,1.30203,0.88721,0.60365,0.13586,0.51752,1.6488,Western Europe,30,6.488,1.30782,1.09879,0.80315,0.54994,0.17554,0.56237,1.99032,27,6.52699995,1.343279839,1.488411665,0.821944237,0.588767052,0.574730575,0.153066069,1.556862831,22,6.627,1.27,1.525,0.884,0.645,0.376,0.142,1.785,22,6.726,1.3,1.52,0.999,0.564,0.375,0.151,1.817,22,6.772799969,1.252513289,1.442956924,0.972042024,0.633239031,0.341180831,0.178864077,1.952012062,23,6.602,1.411,1.055,0.747,0.664,0.275,0.183,2.268,33,6447.00,1631.00,1838.00,1169.00,789.00,679.00,174,166,37,6.3,1.841,1.468,0.547,0.671,0.2,0.143,1.429,6.54309999
Taiwan,tw,TWN,38,6.298,1.29098,1.07617,0.8753,0.3974,0.08129,0.25376,2.32323,Eastern Asia,34,6.379,1.39729,0.92624,0.79565,0.32377,0.0663,0.25495,2.61523,0,0,0,0,0,0,0,0,0,26,6.441,1.365,1.436,0.857,0.418,0.151,0.078,2.136,25,6.446,1.368,1.43,0.914,0.351,0.242,0.097,2.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,3.1955
Kuwait,kw,KWT,39,6.295,1.55422,1.16594,0.72492,0.55499,0.25609,0.16228,1.87634,Middle East and Northern Africa,41,6.239,1.61714,0.87758,0.63569,0.43166,0.23669,0.15965,2.28085,39,6.105000019,1.632952452,1.259698749,0.632105708,0.496337593,0.228289798,0.21515955,1.640425205,45,6.083,1.474,1.301,0.675,0.554,0.167,0.106,1.806,51,6.021,1.5,1.319,0.808,0.493,0.142,0.097,1.662,48,6.102099895,1.424833655,1.244779825,0.776468933,0.570261419,0.132751092,0.112814933,1.840167999,47,6.106,1.461,0.857,0.58,0.591,0.12,0.13,2.368,50,6106.00,1621.00,1904.00,983.00,747.00,617.00,87,147,0,0,0,0,0,0,0,0,0,5.368887489
Suriname,sr,SUR,40,6.269,0.99534,0.972,0.6082,0.59657,0.13633,0.16991,2.79094,Latin America and Caribbean,40,6.269,1.09686,0.77866,0.50933,0.52234,0.12692,0.16665,3.06852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,1.56725
Trinidad and Tobago,tt,TTO,41,6.168,1.21183,1.18354,0.61483,0.55884,0.0114,0.31844,2.26882,Latin America and Caribbean,43,6.168,1.32572,0.98569,0.52608,0.48453,0.01241,0.31935,2.51394,38,6.168000221,1.361355901,1.380228519,0.519983292,0.518630743,0.325296462,0.008964816,2.053247452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,6.191899776,1.167641521,1.407326221,0.658828557,0.55293113,0.199358255,0.015078396,2.190695763,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,3.0869875
El Salvador,sv,SLV,42,6.13,0.76454,1.02507,0.67737,0.4035,0.11776,0.10692,3.035,Latin America and Caribbean,46,6.068,0.8737,0.80975,0.596,0.37269,0.10613,0.08877,3.22134,45,6.002999783,0.909784496,1.182125092,0.596018553,0.43245253,0.078257985,0.08998096,2.714593887,40,6.167,0.806,1.231,0.639,0.461,0.065,0.082,2.883,35,6.253,0.794,1.242,0.789,0.43,0.093,0.074,2.831,34,6.34829998,0.748940408,1.149397612,0.752730012,0.524043918,0.1189363,0.117030352,2.937191725,49,6.061,0.845,0.675,0.565,0.615,0.116,0.16,3.085,49,6120.00,2514.00,1265.00,768.00,607.00,666.00,89,212,50,6.122,1.278,1.044,0.383,0.713,0.079,0.222,2.403,6.14403747
Guatemala,gt,GTM,43,6.123,0.74553,1.04356,0.64425,0.57733,0.09472,0.27489,2.74255,Latin America and Caribbean,39,6.324,0.83454,0.87119,0.54039,0.50379,0.08701,0.28808,3.19863,29,6.453999996,0.872001946,1.255585194,0.54023999,0.531310618,0.283488393,0.077223279,2.893891096,30,6.382,0.781,1.268,0.608,0.604,0.179,0.071,2.871,27,6.436,0.8,1.269,0.746,0.535,0.175,0.078,2.833,29,6.398900032,0.753815711,1.174267054,0.705952585,0.613146722,0.170611665,0.0983603,2.882723093,30,6.435,0.845,0.79,0.519,0.638,0.163,0.105,3.375,39,6262.00,2746.00,1274.00,831.00,522.00,662.00,112,115,43,6.15,1.287,1.188,0.31,0.631,0.106,0.066,2.562,6.337862504
Uzbekistan,uz,UZB,44,6.003,0.63244,1.34043,0.59772,0.65821,0.30826,0.22837,2.23741,Central and Eastern Europe,49,5.987,0.73591,1.1681,0.50163,0.60848,0.28333,0.34326,2.34638,47,5.971000195,0.786441088,1.54896915,0.498272628,0.658248663,0.415983647,0.246528223,1.816913605,44,6.096,0.719,1.584,0.605,0.724,0.328,0.259,1.877,41,6.174,0.745,1.529,0.756,0.631,0.322,0.24,1.951,38,6.257599831,0.696652949,1.434020042,0.716703713,0.693270326,0.363311023,0.280260265,2.073346615,42,6.179,0.769,1.027,0.528,0.716,0.391,0.271,2.477,53,6063.00,1913.00,1219.00,1092.00,600.00,716.00,283,240,54,6.014,1.227,1.347,0.375,0.74,0.26,0.208,1.856,6.085200003
Slovakia,sk,SVK,45,5.995,1.16891,1.26999,0.78902,0.31751,0.03431,0.16893,2.24639,Central and Eastern Europe,45,6.078,1.27973,1.08268,0.70367,0.23391,0.02947,0.13837,2.61065,40,6.09800005,1.325393558,1.505059242,0.712732911,0.295817465,0.136544481,0.024210852,2.097776651,39,6.173,1.21,1.537,0.776,0.354,0.118,0.014,2.164,38,6.198,1.246,1.504,0.881,0.334,0.121,0.014,2.098,37,6.280600071,1.194837689,1.424331188,0.853465259,0.423542529,0.116729774,0.011291441,2.256422043,34,6.331,1.304,1.066,0.653,0.468,0.107,0.018,2.714,35,6391.00,2094.00,1736.00,1232.00,707.00,479.00,118,25,29,6.469,1.731,1.544,0.472,0.494,0.128,0.022,2.078,6.202825015
Japan,jp,JPN,46,5.987,1.27074,1.25712,0.99111,0.49615,0.1806,0.10705,1.68435,Eastern Asia,53,5.921,1.38007,1.06054,0.91491,0.46761,0.18985,0.10224,1.80584,51,5.920000076,1.416915178,1.436337829,0.913475871,0.505625546,0.120572768,0.163760737,1.363223553,54,5.915,1.294,1.462,0.988,0.553,0.079,0.15,1.389,58,5.886,1.327,1.419,1.088,0.445,0.069,0.14,1.398,62,5.870800018,1.26672411,1.332338691,1.072881341,0.495465875,0.03571178,0.181439638,1.486200333,56,5.94,1.389,0.949,0.838,0.504,0.02,0.192,2.048,54,6039.00,1487.00,1835.00,1089.00,866.00,537.00,7,218,47,6.129,1.825,1.396,0.622,0.556,0.009,0.207,1.513,5.946100012
South Korea,kr,KOR,47,5.984,1.24461,0.95774,0.96538,0.33208,0.07857,0.18557,2.21978,Eastern Asia,57,5.835,1.35948,0.72194,0.88645,0.25168,0.07716,0.18824,2.35015,55,5.837999821,1.401678443,1.128274441,0.900214076,0.257921666,0.206674367,0.063282669,1.880378008,57,5.875,1.266,1.204,0.955,0.244,0.175,0.051,1.98,54,5.895,1.301,1.219,1.036,0.159,0.175,0.056,1.949,61,5.872399807,1.245300651,1.133560538,1.022542596,0.25935635,0.170303866,0.094596282,1.946757078,62,5.845,1.403,0.758,0.801,0.353,0.134,0.135,2.262,59,5935.00,1656.00,1851.00,886.00,841.00,414.00,111,176,57,5.951,1.853,1.188,0.603,0.446,0.112,0.163,1.587,5.886924954
Ecuador,ec,ECU,48,5.975,0.86402,0.99903,0.79075,0.48574,0.1809,0.11541,2.53942,Latin America and Caribbean,51,5.976,0.97306,0.85974,0.68613,0.4027,0.18037,0.10074,2.77366,44,6.007999897,1.000820398,1.286168814,0.685636222,0.455198199,0.150112465,0.140134647,2.290352583,48,5.973,0.889,1.33,0.736,0.556,0.114,0.12,2.228,50,6.028,0.912,1.312,0.868,0.498,0.126,0.087,2.225,58,5.925199986,0.853383601,1.221027613,0.838837743,0.555234551,0.115006477,0.086753383,2.254933834,66,5.764,0.935,0.806,0.64,0.56,0.107,0.062,2.653,76,5533.00,1866.00,1352.00,879.00,708.00,565.00,80,83,74,5.559,1.343,1.173,0.476,0.56,0.079,0.069,1.86,5.901024985
Bahrain,bh,BHR,49,5.96,1.32376,1.21624,0.74716,0.45492,0.306,0.17362,1.73797,Middle East and Northern Africa,42,6.218,1.44024,0.94397,0.65696,0.47375,0.25772,0.17147,2.27405,41,6.086999893,1.488412261,1.323110461,0.653133035,0.536746919,0.172668487,0.25704217,1.656149387,43,6.105,1.338,1.366,0.698,0.594,0.243,0.123,1.743,37,6.199,1.362,1.368,0.871,0.536,0.255,0.11,1.697,40,6.227300167,1.296692252,1.31532371,0.838836372,0.610399902,0.287453711,0.126697257,1.751917362,22,6.647,1.409,0.899,0.662,0.661,0.246,0.139,2.631,21,6647.00,2092.00,1854.00,1029.00,625.00,693.00,199,155,42,6.173,1.883,1.269,0.389,0.748,0.199,0.138,1.546,6.202037508
Italy,it,ITA,50,5.948,1.25114,1.19777,0.95446,0.26236,0.02901,0.22823,2.02518,Western Europe,50,5.977,1.35495,1.04167,0.85102,0.18827,0.02556,0.16684,2.34918,48,5.964000225,1.395066619,1.444923282,0.853144348,0.256450713,0.172789648,0.028028091,1.813312054,47,6,1.264,1.501,0.946,0.281,0.137,0.028,1.843,36,6.223,1.294,1.488,1.039,0.231,0.158,0.03,1.983,30,6.38740015,1.236396074,1.347296,1.022504926,0.321305573,0.170266211,0.040145598,2.249505997,28,6.483,1.393,0.94,0.798,0.379,0.133,0.047,2.794,31,6467.00,2222.00,1834.00,1052.00,801.00,412.00,85,59,33,6.405,1.832,1.365,0.559,0.438,0.097,0.063,2.052,6.173425047
Bolivia,bo,BOL,51,5.89,0.68133,0.97841,0.5392,0.57414,0.088,0.20536,2.82334,Latin America and Caribbean,59,5.822,0.79422,0.83779,0.4697,0.50961,0.07746,0.21698,2.91635,58,5.822999954,0.833756566,1.227619052,0.47363025,0.558732927,0.225560725,0.060477726,2.443279028,62,5.752,0.751,1.223,0.508,0.606,0.141,0.054,2.469,61,5.779,0.776,1.209,0.706,0.511,0.137,0.064,2.376,65,5.747499943,0.730976343,1.142350554,0.662445664,0.5744645,0.138375074,0.072942637,2.425928593,69,5.716,0.842,0.782,0.486,0.6,0.138,0.064,2.805,71,5600.00,2107.00,1256.00,880.00,555.00,627.00,112,64,69,5.684,1.24,1.187,0.329,0.648,0.103,0.06,2.118,5.776687487
Moldova,md,MDA,52,5.889,0.59448,1.01528,0.61826,0.32818,0.01615,0.20951,3.10712,Central and Eastern Europe,55,5.897,0.69177,0.83132,0.52309,0.25202,0.01903,0.19997,3.38007,56,5.837999821,0.72887063,1.251825571,0.589465201,0.240729049,0.208779126,0.010091286,2.807808399,67,5.64,0.657,1.301,0.62,0.232,0.171,0,2.659,71,5.529,0.685,1.328,0.739,0.245,0.181,0,2.351,70,5.607500076,0.707916796,1.237312198,0.713299453,0.389571488,0.174049184,0.014378744,2.370968342,65,5.766,0.985,0.888,0.542,0.536,0.137,0.013,2.665,62,5857.00,2142.00,1417.00,1008.00,597.00,561.00,102,28,63,5.819,1.425,1.302,0.375,0.61,0.093,0.02,1.995,5.748187487
Paraguay,py,PRY,53,5.878,0.75985,1.30477,0.66098,0.53899,0.08242,0.3424,2.18896,Latin America and Caribbean,70,5.538,0.89373,1.11111,0.58295,0.46235,0.07396,0.25296,2.16091,70,5.493000031,0.932537317,1.50728488,0.579250693,0.473507792,0.224150658,0.091065913,1.68533349,64,5.681,0.835,1.522,0.615,0.541,0.162,0.074,1.932,63,5.743,0.855,1.475,0.777,0.514,0.184,0.08,1.858,67,5.692100048,0.897990823,1.36819756,0.735869646,0.586510062,0.204299241,0.065077379,1.83412528,71,5.653,0.983,0.97,0.549,0.602,0.206,0.037,2.306,73,5578.00,1555.00,1409.00,1130.00,624.00,629.00,171,59,66,5.738,1.428,1.427,0.392,0.678,0.148,0.062,1.604,5.67701251
Kazakhstan,kz,KAZ,54,5.855,1.12254,1.12241,0.64368,0.51649,0.08454,0.11827,2.24729,Central and Eastern Europe,54,5.919,1.22943,0.95544,0.57386,0.4052,0.11132,0.15011,2.49325,60,5.818999767,1.28455627,1.384369016,0.606041551,0.437454283,0.201964423,0.119282886,1.784892559,60,5.79,1.143,1.516,0.631,0.454,0.148,0.121,1.777,60,5.809,1.173,1.508,0.729,0.41,0.146,0.096,1.747,50,6.057899952,1.122594237,1.453267694,0.698788941,0.497432142,0.153713793,0.110463686,2.021602631,45,6.152,1.23,1.103,0.527,0.573,0.143,0.132,2.446,40,6234.00,1860.00,1668.00,1220.00,611.00,584.00,134,157,44,6.144,1.664,1.491,0.389,0.628,0.136,0.149,1.688,5.943237465
Slovenia,si,SVN,55,5.848,1.18498,1.27385,0.87337,0.60855,0.03787,0.25328,1.61583,Central and Eastern Europe,63,5.768,1.29947,1.05613,0.79151,0.53164,0.03635,0.25738,1.79522,62,5.757999897,1.341205955,1.452518821,0.790828228,0.572575808,0.242649093,0.045128979,1.313317299,51,5.948,1.219,1.506,0.856,0.633,0.16,0.051,1.523,44,6.118,1.258,1.523,0.953,0.564,0.144,0.057,1.619,33,6.363399982,1.208652496,1.464677691,0.932548046,0.646700144,0.145701498,0.076516323,1.888586521,29,6.461,1.36,1.093,0.722,0.69,0.122,0.085,2.388,22,6630.00,1885.00,1810.00,1249.00,769.00,685.00,118,115,22,6.65,1.815,1.539,0.532,0.707,0.144,0.113,1.799,6.114299985
Lithuania,lt,LTU,56,5.833,1.14723,1.25745,0.73128,0.21342,0.01031,0.02641,2.44649,Central and Eastern Europe,60,5.813,1.2692,1.06411,0.64674,0.18929,0.0182,0.02025,2.60525,52,5.90199995,1.314582348,1.473516107,0.62894994,0.234231785,0.010164657,0.011865643,2.228440523,50,5.952,1.197,1.527,0.716,0.35,0.026,0.006,2.13,42,6.149,1.238,1.515,0.818,0.291,0.043,0.042,2.202,41,6.215499878,1.193559647,1.432865739,0.795421183,0.42046079,0.053691041,0.081350274,2.238146067,38,6.255,1.35,1.065,0.612,0.476,0.056,0.073,2.624,34,6446.00,2153.00,1804.00,1204.00,659.00,496.00,53,77,20,6.763,1.808,1.511,0.432,0.487,0.059,0.089,2.377,6.110312479
Nicaragua,ni,NIC,57,5.828,0.59325,1.14184,0.74314,0.55475,0.19317,0.27815,2.32407,Latin America and Caribbean,48,5.992,0.69384,0.89521,0.65213,0.46582,0.16292,0.29773,2.82428,43,6.071000099,0.737299204,1.28721571,0.653095961,0.447551847,0.301674217,0.130687982,2.513930559,41,6.141,0.668,1.319,0.7,0.527,0.208,0.128,2.591,45,6.105,0.694,1.325,0.835,0.435,0.2,0.127,2.489,46,6.13710022,0.620033145,1.27081275,0.803093255,0.560117304,0.212871477,0.174084574,2.496081114,55,5.972,0.693,0.904,0.604,0.553,0.201,0.176,2.841,45,6165.00,2418.00,1105.00,1029.00,617.00,617.00,168,212,40,6.259,1.109,1.292,0.385,0.66,0.148,0.218,2.448,6.06313754
